사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2019-01,7호선,2730,뚝섬유원지,183531,175221,37416,37379
2019-01,7호선,2731,청담,532995,623876,75498,73092
2019-01,7호선,2732,강남구청,414491,464248,49264,49362
2019-01,7호선,2733,학동,605493,669069,60736,57602
2019-01,7호선,2734,논현,551090,612054,53375,53425
2019-01,7호선,2735,반포,161316,157023,34431,32417
2019-01,7호선,2736,고속터미널,570975,468885,82867,75227
2019-01,7호선,2737,내방,363822,377367,67797,66878
2019-01,7호선,2738,이수,439109,431646,82224,78703
2019-01,7호선,2739,남성,286612,262736,73598,73401
2019-01,7호선,2740,숭실대입구(살피재),350189,344849,62572,64159
2019-01,7호선,2741,상도,271885,256237,59009,56522
2019-01,7호선,2742,장승배기,264030,254138,76345,76811
2019-01,7호선,2743,신대방삼거리,421756,399763,98088,99238
2019-01,7호선,2744,보라매,242722,243947,47051,46305
2019-01,7호선,2745,신풍,283897,265440,67385,67472
2019-01,7호선,2746,대림(구로구청),290072,295419,38373,37061
2019-01,7호선,2747,남구로,438822,466546,62909,63384
2019-01,7호선,2748,가산디지털단지,1200693,1191942,82182,77361
2019-01,7호선,2749,철산,629391,649382,101508,101762
2019-01,7호선,2750,광명사거리,656538,636941,156569,160065
2019-01,7호선,2751,천왕,224928,204043,49186,48686
2019-01,7호선,2752,온수(성공회대입구),269728,253933,37163,36681
2019-01,7호선,2753,까치울,195618,182252,24974,25054
2019-01,7호선,2754,부천종합운동장,130012,106501,17234,16660
2019-01,7호선,2755,춘의,250016,244063,30632,30195
2019-01,7호선,2756,신중동,399683,395461,57421,55130
2019-01,7호선,2757,부천시청,341611,343460,51722,49756
2019-01,7호선,2758,상동,401090,417332,51825,51965
2019-01,7호선,2759,삼산체육관,135739,119472,26373,25125
2019-01,7호선,2760,굴포천,249917,260776,36430,37145
2019-01,7호선,2761,부평구청,330328,262246,31027,27512
2019-01,8호선,2811,암사,478470,414407,99780,98455
2019-01,8호선,2812,천호(풍납토성),482110,560223,94403,86933
2019-01,8호선,2813,강동구청,264480,269595,66036,66708
2019-01,8호선,2814,몽촌토성(평화의문),153437,163804,38289,38408
2019-01,8호선,2815,잠실(송파구청),413415,486278,71595,68215
2019-01,8호선,2816,석촌,198692,236680,54118,58706
2019-01,8호선,2817,송파,144085,143856,43655,43150
2019-01,8호선,2818,가락시장,188435,228265,63539,65840
2019-01,8호선,2819,문정,526918,547695,55650,55591
2019-01,8호선,2820,장지,505065,485384,74945,71327
2019-01,8호선,2821,복정,292774,238941,48071,44076
2019-01,8호선,2822,산성,136393,128901,33395,35788
2019-01,8호선,2823,남한산성입구(성남법원.검찰청),336308,295457,77979,74953
2019-01,8호선,2824,단대오거리,262050,253423,69327,66722
2019-01,8호선,2825,신흥,102217,110447,44236,46228
2019-01,8호선,2826,수진,121272,109186,50492,49387
2019-01,8호선,2827,모란,92614,72139,54120,39575
2019-01,9호선,4101,개화,169271,110797,35930,27430
2019-01,9호선,4102,김포공항,268159,340576,21012,22720
2019-01,9호선,4103,공항시장,65907,75438,21652,24306
2019-01,9호선,4104,신방화,178187,173429,43282,43322
2019-01,9호선,4105,마곡나루,261506,257586,22246,22293
2019-01,9호선,4106,양천향교,216273,220728,42628,41972
2019-01,9호선,4107,가양,506045,487879,125108,121141
2019-01,9호선,4108,증미,172552,175833,42953,43663
2019-01,9호선,4109,등촌,235166,236756,80121,80685
2019-01,9호선,4110,염창,442095,426641,66057,65433
2019-01,9호선,4111,신목동,100971,88880,18519,17277
2019-01,9호선,4112,선유도,184101,180644,25486,24685
2019-01,9호선,4113,당산,503716,489145,67667,63128
2019-01,9호선,4114,국회의사당,432110,428086,54157,46794
2019-01,9호선,4115,여의도,605162,596361,44306,41096
2019-01,9호선,4116,샛강,130709,135230,27307,27254
2019-01,9호선,4117,노량진,809737,845116,96158,97812
2019-01,9호선,4118,노들,108438,92267,32103,30095
2019-01,9호선,4119,흑석(중앙대입구),214559,224713,56278,58197
2019-01,9호선,4120,동작(현충원),44466,32426,13400,11585
2019-01,9호선,4121,구반포,72639,77493,25160,25714
2019-01,9호선,4122,신반포,68729,69838,21393,22085
2019-01,9호선,4123,고속터미널,341832,554030,51496,61919
2019-01,9호선,4124,사평,75728,73217,16687,16793
2019-01,9호선,4125,신논현,965930,995451,57013,54557
2019-01,공항철도 1호선,4201,서울역,361418,297358,34330,31219
2019-01,공항철도 1호선,4202,공덕,62886,84969,7191,8384
2019-01,공항철도 1호선,4203,홍대입구,336328,335507,17545,17112
2019-01,공항철도 1호선,4204,디지털미디어시티,364334,319490,23367,22022
2019-01,공항철도 1호선,4206,마곡나루,133488,119389,8060,8192
2019-01,공항철도 1호선,4207,김포공항,300654,196229,18640,14332
2019-01,공항철도 1호선,4208,계양,299093,275349,29832,28898
2019-01,공항철도 1호선,4209,검암,234050,225849,18332,17974
2019-01,공항철도 1호선,4210,청라국제도시,174320,164483,9921,9676
2019-01,공항철도 1호선,4211,운서,181510,187995,22540,22223
2019-01,공항철도 1호선,4212,공항화물청사,66328,77391,8364,8128
2019-01,공항철도 1호선,4213,인천공항1터미널,442059,448913,32280,30925
2019-01,공항철도 1호선,4215,인천공항2터미널,156879,139212,15720,14308
2019-01,공항철도 1호선,4217,영종,56266,56533,14101,14391
2019-01,9호선2~3단계,4126,언주,252387,250373,27918,26982
2019-01,9호선2~3단계,4127,선정릉,227032,244880,22287,22837
2019-01,9호선2~3단계,4128,삼성중앙,151060,155520,23091,22945
2019-01,9호선2~3단계,4129,봉은사,458359,451178,47044,44944
2019-01,9호선2~3단계,4130,종합운동장,123363,110135,16937,14810
2019-01,9호선2~3단계,4131,삼전,115510,113979,27484,26938
2019-01,9호선2~3단계,4132,석촌고분,97684,98527,26503,25808
2019-01,9호선2~3단계,4133,석촌,134697,99683,24074,18577
2019-01,9호선2~3단계,4134,송파나루,78484,81312,20228,20157
2019-01,9호선2~3단계,4135,한성백제,45622,39639,10769,9318
2019-01,9호선2~3단계,4136,올림픽공원(한국체대),155506,154127,14235,14305
2019-01,9호선2~3단계,4137,둔촌오륜,16917,16995,5226,4987
2019-01,9호선2~3단계,4138,중앙보훈병원,126493,113313,57402,58027
2019-01,우이신설선,4701,북한산우이,48522,39613,32154,32256
2019-01,우이신설선,4702,솔밭공원,44120,40598,25998,26357
2019-01,우이신설선,4703,4.19민주묘지,49789,48250,28647,26730
2019-01,우이신설선,4704,가오리,77993,73611,44978,46677
2019-01,우이신설선,4705,화계,59426,52190,39531,41027
2019-01,우이신설선,4706,삼양,35022,36823,25791,28584
2019-01,우이신설선,4707,삼양사거리,37572,38401,35436,36998
2019-01,우이신설선,4708,솔샘,133044,118786,34119,34990
2019-01,우이신설선,4709,북한산보국문,131839,117790,40396,40629
2019-01,우이신설선,4710,정릉,83527,73090,43457,41092
2019-01,우이신설선,4711,성신여대입구(돈암),77040,89799,31555,29648
2019-01,우이신설선,4712,보문,31502,32724,15900,16109
2019-01,우이신설선,4713,신설동,37248,40743,19037,17418
